,import requirements,output product,value,proportion
275,I56 Food and beverage serving services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
276,J58 Publishing services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
277,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
278,J61 Telecommunications services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
279,"J62 Computer programming, consultancy and related services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
280,J63 Information services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
281,"K64 Financial services, except insurance and pension funding",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
282,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
283,K66 Services auxiliary to financial services and insurance services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
284,L683 Real estate services on a fee or contract basis,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
285,L68A Owner-Occupiers' Housing Services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
286,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
287,M691 Legal services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
288,"M692 Accounting, bookkeeping and auditing services; tax consulting services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
289,M70 Services of head offices; management consulting services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
290,M71 Architectural and engineering services; technical testing and analysis services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.9565301397289685,0.003436937234214859
291,M72 Scientific research and development services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
292,M73 Advertising and market research services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
293,"M74 Other professional, scientific and technical services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
294,M75 Veterinary services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
295,N77 Rental and leasing services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.956511298458467,0.003436869535078745
296,N78 Employment services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
297,"N79 Travel agency, tour operator and other reservation services and related services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
298,N80 Security and investigation services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
299,N81 Services to buildings and landscape,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
300,"N82 Office administrative, office support and other business support services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
301,O84 Public administration and defence services; compulsory social security services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
302,P85 Education services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
303,Q86 Human health services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
304,Q87 & Q88 Residential Care  & Social Work Activities,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
305,"R90 Creative, arts and entertainment services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
306,"R91 Libraries, archives, museums and other cultural services",A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
307,R92 Gambling and betting services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
308,R93 Sports services and amusement and recreation services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
309,S94 Services furnished by membership organisations,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
310,S95 Repair services of computers and personal and household goods,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.0,0.0
311,S96 Other personal services,A03 Fish and other fishing products; aquaculture products; support services to fishing,0.9552380506144562,0.0034322945899288677
312,"A01 Products of agriculture, hunting and related services",B05 Coal and lignite,0.0,0.0
313,"A02 Products of forestry, logging and related services",B05 Coal and lignite,0.0,0.0
314,A03 Fish and other fishing products; aquaculture products; support services to fishing,B05 Coal and lignite,0.0,0.0
315,B05 Coal and lignite,B05 Coal and lignite,0.0,0.0
316,B06 & B07 Extraction Of Crude Petroleum And Natural Gas  & Mining Of Metal Ores,B05 Coal and lignite,0.0,0.0
317,B08 Other mining and quarrying products,B05 Coal and lignite,0.0,0.0
318,B09 Mining support services,B05 Coal and lignite,0.0,0.0
319,C101 Preserved meat and meat products,B05 Coal and lignite,0.0,0.0
320,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",B05 Coal and lignite,0.0,0.0
321,C104 Vegetable and animal oils and fats,B05 Coal and lignite,0.0,0.0
322,C105 Dairy products,B05 Coal and lignite,0.0,0.0
323,"C106 Grain mill products, starches and starch products",B05 Coal and lignite,0.0,0.0
324,C107 Bakery and farinaceous products,B05 Coal and lignite,0.0,0.0
325,C108 Other food products,B05 Coal and lignite,0.0,0.0
326,C109 Prepared animal feeds,B05 Coal and lignite,0.0,0.0
327,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,B05 Coal and lignite,0.0,0.0
328,C1107 Soft drinks,B05 Coal and lignite,0.0,0.0
329,C13 Textiles,B05 Coal and lignite,0.0,0.0
330,C14 Wearing apparel,B05 Coal and lignite,0.0,0.0
331,C15 Leather and related products,B05 Coal and lignite,0.0,0.0
332,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",B05 Coal and lignite,0.0,0.0
333,C17 Paper and paper products,B05 Coal and lignite,0.0,0.0
334,C18 Printing and recording services,B05 Coal and lignite,0.0,0.0
335,C19 Coke and refined petroleum products,B05 Coal and lignite,0.0,0.0
336,"C203 Paints, varnishes and similar coatings, printing ink and mastics",B05 Coal and lignite,0.0,0.0
337,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",B05 Coal and lignite,0.0,0.0
338,C205 Other chemical products,B05 Coal and lignite,0.9554645622486797,0.09999656514493027
339,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",B05 Coal and lignite,0.0,0.0
340,C20B Petrochemicals - 20.14/16/17/60,B05 Coal and lignite,0.0,0.0
341,"C20C Dyestuffs, agro-chemicals - 20.12/20",B05 Coal and lignite,0.0,0.0
342,C21 Basic pharmaceutical products and pharmaceutical preparations,B05 Coal and lignite,0.0,0.0
